store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,options_container,image_label,small_image_label,thumbnail_label,special_price,weight,msrp,status,visibility,tax_class_id,brand,supplier,mode,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,website,_media_image,_media_lable,_media_position,_media_is_disabled,custom_design,page_layout,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,is_recurring
admin,pdc,Default,simple,8,AGNT30,0,Adalat LA 60Mg Tablet 30S,,,/agentx.png,/agentx.png,/agentx.png,adalat-la-60mg-tablet-30s,adalat-la-60mg-tablet-30s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,AL ITTIHAD DRUG STORE,Normal,Adalat LA 60Mg Tablet 30S,Adalat LA 60Mg Tablet 30S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Adalat LA 60Mg Tablet 30S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT34,0,Adol 120Mg/5Ml Suspension 100ML,,,/agentx.png,/agentx.png,/agentx.png,adol-120mg-5ml-suspension-100ml,adol-120mg-5ml-suspension-100ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Adol ,JULPHAR DRUG STORE,Normal,Adol 120Mg/5Ml Suspension 100ML,Adol 120Mg/5Ml Suspension 100ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Adol 120Mg/5Ml Suspension 100ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT35,0,Adol 120Mg/5Ml Syrup 100ML,,,/agentx.png,/agentx.png,/agentx.png,adol-120mg-5ml-syrup-100ml,adol-120mg-5ml-syrup-100ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Adol ,JULPHAR DRUG STORE,Normal,Adol 120Mg/5Ml Syrup 100ML,Adol 120Mg/5Ml Syrup 100ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Adol 120Mg/5Ml Syrup 100ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT36,0,Adol 125Mg Suppository 10S,,,/agentx.png,/agentx.png,/agentx.png,adol-125mg-suppository-10s,adol-125mg-suppository-10s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Adol ,JULPHAR DRUG STORE,Normal,Adol 125Mg Suppository 10S,Adol 125Mg Suppository 10S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Adol 125Mg Suppository 10S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT37,0,Adol 250Mg Suppository 10S,,,/agentx.png,/agentx.png,/agentx.png,adol-250mg-suppository-10s,adol-250mg-suppository-10s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Adol ,JULPHAR DRUG STORE,Normal,Adol 250Mg Suppository 10S,Adol 250Mg Suppository 10S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Adol 250Mg Suppository 10S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT39,0,Adol 500Mg Tablet 24S,,,/agentx.png,/agentx.png,/agentx.png,adol-500mg-tablet-24s,adol-500mg-tablet-24s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Adol ,JULPHAR DRUG STORE,Normal,Adol 500Mg Tablet 24S,Adol 500Mg Tablet 24S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Adol 500Mg Tablet 24S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT40,0,Adol Drops 15ML,,,/agentx.png,/agentx.png,/agentx.png,adol-drops-15ml,adol-drops-15ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Adol ,JULPHAR DRUG STORE,Normal,Adol Drops 15ML,Adol Drops 15ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Adol Drops 15ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT41,0,Adol Extra Tablet 24S,,,/agentx.png,/agentx.png,/agentx.png,adol-extra-tablet-24s,adol-extra-tablet-24s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Adol ,JULPHAR DRUG STORE,Normal,Adol Extra Tablet 24S,Adol Extra Tablet 24S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Adol Extra Tablet 24S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT42,0,Adol Pm Tablet 24S,,,/agentx.png,/agentx.png,/agentx.png,adol-pm-tablet-24s,adol-pm-tablet-24s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Adol ,JULPHAR DRUG STORE,Normal,Adol Pm Tablet 24S,Adol Pm Tablet 24S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Adol Pm Tablet 24S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT43,0,Advantan Cream 20GM,,,/agentx.png,/agentx.png,/agentx.png,advantan-cream-20gm,advantan-cream-20gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,PHARMA WORLD,Normal,Advantan Cream 20GM,Advantan Cream 20GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Advantan Cream 20GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT45,0,Advil 200Mg Tablet 50S,,,/agentx.png,/agentx.png,/agentx.png,advil-200mg-tablet-50s,advil-200mg-tablet-50s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,PHARMA TRADE,Normal,Advil 200Mg Tablet 50S,Advil 200Mg Tablet 50S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Advil 200Mg Tablet 50S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT46,0,Advil Child 100Mg/5Ml Suspension 100ML,,,/agentx.png,/agentx.png,/agentx.png,advil-child-100mg-5ml-suspension-100ml,advil-child-100mg-5ml-suspension-100ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,PHARMA TRADE,Normal,Advil Child 100Mg/5Ml Suspension 100ML,Advil Child 100Mg/5Ml Suspension 100ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Advil Child 100Mg/5Ml Suspension 100ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT48,0,Advil Liquid Gels 200Mg 32S,,,/agentx.png,/agentx.png,/agentx.png,advil-liquid-gels-200mg-32s,advil-liquid-gels-200mg-32s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,PHARMA TRADE,Normal,Advil Liquid Gels 200Mg 32S,Advil Liquid Gels 200Mg 32S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Advil Liquid Gels 200Mg 32S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT49,0,Aerius 5Mg Tablet 30S,,,/agentx.png,/agentx.png,/agentx.png,aerius-5mg-tablet-30s,aerius-5mg-tablet-30s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,Aerius 5Mg Tablet 30S,Aerius 5Mg Tablet 30S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aerius 5Mg Tablet 30S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT50,0,Aerius Syrup 150ML,,,/agentx.png,/agentx.png,/agentx.png,aerius-syrup-150ml,aerius-syrup-150ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,Aerius Syrup 150ML,Aerius Syrup 150ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aerius Syrup 150ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT51,0,Agiolax Granules 250GM,,,/agentx.png,/agentx.png,/agentx.png,agiolax-granules-250gm,agiolax-granules-250gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,PHARMA TRADE,Normal,Agiolax Granules 250GM,Agiolax Granules 250GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Agiolax Granules 250GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT52,0,Albenda 400Mg/20Ml Suspension 20ML,,,/agentx.png,/agentx.png,/agentx.png,albenda-400mg-20ml-suspension-20ml,albenda-400mg-20ml-suspension-20ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,Albenda 400Mg/20Ml Suspension 20ML,Albenda 400Mg/20Ml Suspension 20ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Albenda 400Mg/20Ml Suspension 20ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT55,0,Aldactone 100Mg Tablet 10S,,,/agentx.png,/agentx.png,/agentx.png,aldactone-100mg-tablet-10s,aldactone-100mg-tablet-10s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,IBN AL BEETAR TRADING,Normal,Aldactone 100Mg Tablet 10S,Aldactone 100Mg Tablet 10S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aldactone 100Mg Tablet 10S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT59,0,Alfacort Ointment 15GM,,,/agentx.png,/agentx.png,/agentx.png,alfacort-ointment-15gm,alfacort-ointment-15gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,Alfacort Ointment 15GM,Alfacort Ointment 15GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Alfacort Ointment 15GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT60,0,Alka UR 4Gm Sachet 10S,,,/agentx.png,/agentx.png,/agentx.png,alka-ur-4gm-sachet-10s,alka-ur-4gm-sachet-10s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,MUSCAT PHARMACEUTICALS,Normal,Alka UR 4Gm Sachet 10S,Alka UR 4Gm Sachet 10S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Alka UR 4Gm Sachet 10S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT63,0,Aloe Pura Aloe Vera After Sun Lotion 200ML,,,/agentx.png,/agentx.png,/agentx.png,aloe-pura-aloe-vera-after-sun-lotion-200ml,aloe-pura-aloe-vera-after-sun-lotion-200ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Aloe ,PHARMA PLUS DRUG STORE LLC,Normal,Aloe Pura Aloe Vera After Sun Lotion 200ML,Aloe Pura Aloe Vera After Sun Lotion 200ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aloe Pura Aloe Vera After Sun Lotion 200ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,4,AGNT65,0,Aloedent Breath Freshner 30ML,,,/agentx.png,/agentx.png,/agentx.png,aloedent-breath-freshner-30ml,aloedent-breath-freshner-30ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Aloedent ,PHARMA PLUS DRUG STORE LLC,Normal,Aloedent Breath Freshner 30ML,Aloedent Breath Freshner 30ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aloedent Breath Freshner 30ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,4,AGNT66,0,Aloedent Children Fluoride Free Toothpaste 50ML,,,/agentx.png,/agentx.png,/agentx.png,aloedent-children-fluoride-free-toothpaste-50ml,aloedent-children-fluoride-free-toothpaste-50ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Aloedent ,PHARMA PLUS DRUG STORE LLC,Normal,Aloedent Children Fluoride Free Toothpaste 50ML,Aloedent Children Fluoride Free Toothpaste 50ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aloedent Children Fluoride Free Toothpaste 50ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,4,AGNT68,0,Aloedent Sensitive Anti Cavity Toothpaste 100ML,,,/agentx.png,/agentx.png,/agentx.png,aloedent-sensitive-anti-cavity-toothpaste-100ml,aloedent-sensitive-anti-cavity-toothpaste-100ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Aloedent ,PHARMA PLUS DRUG STORE LLC,Normal,Aloedent Sensitive Anti Cavity Toothpaste 100ML,Aloedent Sensitive Anti Cavity Toothpaste 100ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aloedent Sensitive Anti Cavity Toothpaste 100ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,4,AGNT69,0,Aloedent Sensitive Fluoride Free Toothpaste 100ML,,,/agentx.png,/agentx.png,/agentx.png,aloedent-sensitive-fluoride-free-toothpaste-100ml,aloedent-sensitive-fluoride-free-toothpaste-100ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Aloedent ,PHARMA PLUS DRUG STORE LLC,Normal,Aloedent Sensitive Fluoride Free Toothpaste 100ML,Aloedent Sensitive Fluoride Free Toothpaste 100ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aloedent Sensitive Fluoride Free Toothpaste 100ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,4,AGNT71,0,Aloedent Fluoride Free Mouthwash 250ML,,,/agentx.png,/agentx.png,/agentx.png,aloedent-fluoride-free-mouthwash-250ml,aloedent-fluoride-free-mouthwash-250ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Aloedent ,PHARMA PLUS DRUG STORE LLC,Normal,Aloedent Fluoride Free Mouthwash 250ML,Aloedent Fluoride Free Mouthwash 250ML,,,,,,,,,99998,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aloedent Fluoride Free Mouthwash 250ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT75,0,Alphagan P 0.15 Eye Drops 5ML,,,/agentx.png,/agentx.png,/agentx.png,alphagan-p-0-15-eye-drops-5ml,alphagan-p-0-15-eye-drops-5ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,IBN AL BEETAR TRADING,Normal,Alphagan P 0.15 Eye Drops 5ML,Alphagan P 0.15 Eye Drops 5ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Alphagan P 0.15 Eye Drops 5ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,10,AGNT77,0,Always Pantiliners Normal Fresh and Protect Fresh Scent 20S,,,/agentx.png,/agentx.png,/agentx.png,always-pantiliners-normal-fresh-and-protect-fresh-scent-20s,always-pantiliners-normal-fresh-and-protect-fresh-scent-20s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Always ,TRANSMED,Normal,Always Pantiliners Normal Fresh and Protect Fresh Scent 20S,Always Pantiliners Normal Fresh and Protect Fresh Scent 20S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Always Pantiliners Normal Fresh and Protect Fresh Scent 20S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT78,0,Amaryl 1Mg Tablet 30S,,,/agentx.png,/agentx.png,/agentx.png,amaryl-1mg-tablet-30s,amaryl-1mg-tablet-30s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Amaryl ,AL ITTIHAD DRUG STORE,Normal,Amaryl 1Mg Tablet 30S,Amaryl 1Mg Tablet 30S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Amaryl 1Mg Tablet 30S,0,simple,,,,,,,,,,,,,,0,
